221,"02017","K0003"
222,"02017","M0001"
223,"02017","N0001"
224,"02017","P0024"
225,"02018","A0113"
226,"02018","A1272"
227,"02018","B1262"
228,"02018","C0167"
229,"02018","E0150"
230,"02018","F0003"
231,"02018","G0003"
232,"02018","H0138"
233,"02018","J0117"
234,"02018","K0003"
235,"02018","M0001"
236,"02018","N0001"
237,"02018","P0024"
238,"02019","A0113"
239,"02019","A1272"
240,"02019","B1696"
241,"02019","C0155"
242,"02019","E0150"
243,"02019","F0003"
244,"02019","G0003"
245,"02019","H0138"
246,"02019","J0117"
247,"02019","K0003"
248,"02019","M0001"
249,"02019","N0001"
250,"02019","P0024"
251,"02020","A0113"
252,"02020","A1272"
253,"02020","B1233"
254,"02020","C0240"
255,"02020","E0106"
256,"02020","F0003"
257,"02020","G0003"
258,"02020","H0138"
259,"02020","J0117"
260,"02020","K0003"
261,"02020","M0001"
262,"02020","N0001"
263,"02020","P0024"
264,"02021","A0113"
265,"02021","A1272"
266,"02021","B1265"
267,"02021","C0238"
268,"02021","E0106"
269,"02021","F0003"
270,"02021","G0003"
271,"02021","H0138"
272,"02021","J0117"
273,"02021","K0003"
274,"02021","M0001"
275,"02021","N0001"
276,"02021","P0024"
277,"02022","A0113"
278,"02022","A1272"
279,"02022","B1321"
280,"02022","C0167"
281,"02022","E0106"
282,"02022","F0003"
283,"02022","G0003"
284,"02022","H0138"
285,"02022","J0117"
286,"02022","K0003"
287,"02022","M0001"
288,"02022","N0001"
289,"02022","P0024"
290,"02023","A0113"
291,"02023","A1272"
292,"02023","B1609"
293,"02023","C0200"
294,"02023","E0151"
295,"02023","F0003"
296,"02023","G0003"
297,"02023","H0138"
298,"02023","J0117"
299,"02023","K0003"
300,"02023","M0001"
301,"02023","N0001"
302,"02023","P0024"
303,"02024","A0113"
304,"02024","A1272"
305,"02024","B2069"
306,"02024","C0132"
307,"02024","E0106"
308,"02024","F0003"
309,"02024","G0003"
310,"02024","H0138"
311,"02024","J0117"
312,"02024","K0003"
313,"02024","M0001"
314,"02024","N0001"
315,"02024","P0024"
316,"02025","A0113"
317,"02025","A1272"
318,"02025","B1214"
319,"02025","C0132"
320,"02025","E0106"
321,"02025","F0003"
322,"02025","G0003"
323,"02025","H0138"
324,"02025","J0117"
325,"02025","K0003"
326,"02025","M0001"
327,"02025","N0001"
328,"02025","P0024"
329,"02026","A0113"
330,"02026","A1272"
331,"02026","B1300"
332,"02026","C0240"
333,"02026","E0106"
334,"02026","F0003"
335,"02026","G0003"
336,"02026","H0138"
337,"02026","J0144"
338,"02026","K0003"
339,"02026","M0001"
340,"02026","N0001"
341,"02026","P0024"
342,"02027","A0113"
343,"02027","A1272"
344,"02027","B1542"
345,"02027","C0200"
346,"02027","E0151"
347,"02027","F0003"
348,"02027","G0003"
349,"02027","H0138"
350,"02027","J0117"
351,"02027","K0003"
352,"02027","M0001"
353,"02027","N0001"
354,"02027","P0024"
355,"02028","A0113"
356,"02028","A1272"
357,"02028","B1353"
358,"02028","C0139"
359,"02028","E0106"
360,"02028","F0003"
361,"02028","G0003"
362,"02028","H0138"
363,"02028","J0116"
364,"02028","K0003"
365,"02028","M0001"
366,"02028","N0001"
367,"02028","P0024"
368,"02029","A0113"
369,"02029","A1272"
370,"02029","B1550"
371,"02029","C0200"
372,"02029","E0151"
373,"02029","F0003"
374,"02029","G0003"
375,"02029","H0138"
376,"02029","J0117"
377,"02029","K0003"
378,"02029","M0001"
379,"02029","N0001"
380,"02029","P0024"
381,"02030","A0113"
382,"02030","A1272"
383,"02030","B1191"
384,"02030","C0140"
385,"02030","E0151"
386,"02030","F0003"
387,"02030","G0003"
388,"02030","H0138"
389,"02030","J0141"
390,"02030","K0003"
391,"02030","M0001"
392,"02030","N0001"
393,"02030","P0024"
394,"02031","A0113"
395,"02031","A1272"
396,"02031","B1643"
397,"02031","C0140"
398,"02031","E0106"
399,"02031","F0003"
400,"02031","G0003"
401,"02031","H0138"
402,"02031","J0141"
403,"02031","K0003"
404,"02031","M0001"
405,"02031","N0001"
406,"02031","P0024"
407,"02032","A0113"
408,"02032","A1272"
409,"02032","B1141"
410,"02032","C0230"
411,"02032","E0106"
412,"02032","F0003"
413,"02032","G0003"
414,"02032","H0138"
415,"02032","J0141"
416,"02032","K0003"
417,"02032","M0001"
418,"02032","N0001"
419,"02032","P0024"
420,"02033","A0113"
421,"02033","A1272"
422,"02033","B1515"
423,"02033","C0133"
424,"02033","E0150"
425,"02033","F0003"
426,"02033","G0003"
427,"02033","H0138"
428,"02033","J0117"
429,"02033","K0003"
430,"02033","M0001"
431,"02033","N0001"
432,"02033","P0024"
433,"02034","A0113"
434,"02034","A1272"
435,"02034","B1141"
436,"02034","C0230"
437,"02034","E0106"
438,"02034","F0003"
439,"02034","G0003"
440,"02034","H0138"
441,"02034","H0229"
442,"02034","J0141"
443,"02034","K0003"
444,"02034","M0001"
445,"02034","N0001"
446,"02034","P0024"
447,"02035","A0113"
448,"02035","A1272"
449,"02035","B1472"
450,"02035","C0264"
451,"02035","E0106"
452,"02035","F0003"
453,"02035","G0003"
454,"02035","H0138"
455,"02035","H0151"
456,"02035","J0141"
457,"02035","K0003"
458,"02035","M0001"
459,"02035","N0001"
460,"02035","P0024"
461,"02036","A0113"
462,"02036","A1272"
463,"02036","B1495"
464,"02036","C0200"
465,"02036","E0151"
466,"02036","F0003"
467,"02036","G0003"
468,"02036","H0138"
469,"02036","J0117"
470,"02036","K0003"
471,"02036","M0001"
472,"02036","N0001"
473,"02036","P0024"
474,"02037","A0113"
475,"02037","A1272"
476,"02037","B1459"
477,"02037","C0277"
478,"02037","E0151"
479,"02037","F0003"
480,"02037","G0003"
481,"02037","H0138"
482,"02037","J0117"
483,"02037","K0003"
484,"02037","M0001"
485,"02037","N0001"
486,"02037","P0024"
487,"02038","A0113"
488,"02038","A1272"
489,"02038","B1303"
490,"02038","C0200"
491,"02038","E0106"
492,"02038","F0003"
493,"02038","G0003"
494,"02038","H0138"
495,"02038","J0141"
496,"02038","K0003"
497,"02038","M0001"
498,"02038","N0001"
499,"02038","P0024"
500,"02039","A0113"
501,"02039","A1272"
502,"02039","B1123"
503,"02039","C0200"
504,"02039","E0106"
505,"02039","F0003"
506,"02039","G0003"
507,"02039","H0138"
508,"02039","J0117"
509,"02039","K0003"
510,"02039","M0001"
511,"02039","N0001"
512,"02039","P0024"
513,"02041","A0113"
514,"02041","A1272"
515,"02041","B1469"
516,"02041","C0200"
517,"02041","E0151"
518,"02041","F0003"
519,"02041","G0003"
520,"02041","H0138"
521,"02041","J0117"
522,"02041","K0003"
523,"02041","M0001"
524,"02041","N0001"
525,"02041","P0024"
526,"02042","A0113"
527,"02042","A1272"
528,"02042","B1199"
529,"02042","C0200"
530,"02042","E0151"
531,"02042","F0003"
532,"02042","G0003"
533,"02042","H0138"
534,"02042","J0117"
535,"02042","K0003"
536,"02042","M0001"
537,"02042","N0001"
538,"02042","P0024"
539,"02043","A0113"
540,"02043","A1272"
541,"02043","B1425"
542,"02043","C0238"
543,"02043","E0106"
544,"02043","F0014"
545,"02043","G0003"
546,"02043","H0138"
547,"02043","J0141"
548,"02043","J0170"
549,"02043","K0003"
550,"02043","M0001"
551,"02043","N0001"
552,"02043","P0024"
553,"02044","A1272"
554,"02044","B1158"
555,"02044","C0200"
556,"02044","E0151"
557,"02044","F0003"
558,"02044","G0003"
559,"02044","H0001"
560,"02044","J0001"
561,"02044","K0001"
562,"02044","M0001"
563,"02044","N0001"
564,"02044","P0024"
565,"02044","R0001"
566,"02045","A1272"
567,"02045","B1277"
568,"02045","C0200"
569,"02045","E0151"
570,"02045","F0003"
571,"02045","G0003"
572,"02045","H0001"
573,"02045","J0001"
574,"02045","K0001"
575,"02045","M0001"
576,"02045","N0001"
577,"02045","P0024"
578,"02045","R0001"
579,"02047","A0134"
580,"02047","A1272"
581,"02047","B1655"
582,"02047","C0005"
583,"02047","E0143"
584,"02047","F0003"
585,"02047","G0003"
586,"02047","H0138"
587,"02047","J0116"
588,"02047","K0003"
589,"02047","M0001"
590,"02047","N0001"
591,"02047","P0024"
592,"02048","A0302"
593,"02048","A1272"
594,"02048","B1245"
595,"02048","C0167"
596,"02048","E0123"
597,"02048","F0014"
598,"02048","G0003"
599,"02048","H0123"
600,"02048","J0104"
601,"02048","K0003"
602,"02048","M0001"
603,"02048","N0001"
604,"02048","P0024"
605,"02049","A1272"
606,"02049","B1199"
607,"02049","C0200"
608,"02049","E0151"
609,"02049","F0003"
610,"02049","G0003"
611,"02049","H0001"
612,"02049","J0001"
613,"02049","K0001"
614,"02049","M0001"
615,"02049","N0001"
616,"02049","P0024"
617,"02049","R0001"
618,"02053","A0302"
619,"02053","A1272"
620,"02053","B3324"
621,"02053","C0005"
622,"02053","E0123"
623,"02053","F0014"
624,"02053","G0003"
625,"02053","H0123"
626,"02053","J0104"
627,"02053","K0003"
628,"02053","M0001"
629,"02053","N0001"
630,"02053","P0024"
631,"02063","A1272"
632,"02063","B1495"
633,"02063","C0200"
634,"02063","E0151"
635,"02063","F0003"
636,"02063","G0003"
637,"02063","H0001"
638,"02063","J0001"
639,"02063","K0001"
640,"02063","M0001"
641,"02063","N0001"
642,"02063","P0024"
643,"02063","R0001"
644,"02064","A1272"
645,"02064","B1449"
646,"02064","C0200"
647,"02064","E0151"
648,"02064","F0003"
649,"02064","G0003"
650,"02064","H0001"
651,"02064","J0001"
652,"02064","K0001"
653,"02064","M0001"
654,"02064","N0001"
655,"02064","P0024"
656,"02064","R0001"
657,"02065","A1272"
658,"02065","B1434"
659,"02065","C0200"
660,"02065","E0151"
661,"02065","F0003"
662,"02065","G0003"
663,"02065","H0001"
664,"02065","J0001"
665,"02065","K0001"
666,"02065","M0001"
667,"02065","N0001"
668,"02065","P0024"
669,"02065","R0001"
670,"02066","A0113"
671,"02066","A1272"
672,"02066","B1199"
673,"02066","C0200"
674,"02066","E0151"
675,"02066","F0003"
676,"02066","G0003"
677,"02066","H0138"
678,"02066","J0117"
679,"02066","K0003"
680,"02066","M0001"
681,"02066","N0001"
682,"02066","P0024"
683,"02068","A0302"
684,"02068","A1272"
685,"02068","B1329"
686,"02068","C0167"
687,"02068","E0123"
688,"02068","F0014"
689,"02068","G0003"
690,"02068","H0123"
691,"02068","J0104"
692,"02068","K0003"
693,"02068","M0001"
694,"02068","N0001"
695,"02068","P0024"
696,"02069","A0302"
697,"02069","A1272"
698,"02069","B1329"
699,"02069","C0300"
700,"02069","E0123"
701,"02069","F0014"
702,"02069","G0003"
703,"02069","H0123"
704,"02069","J0104"
705,"02069","K0003"
706,"02069","M0001"
707,"02069","N0001"
708,"02069","P0024"
709,"05001","A0273"
710,"05001","A1275"
711,"05001","B1198"
712,"05001","C0105"
713,"05001","E0151"
714,"05001","F0003"
715,"05001","G0003"
716,"05001","H0003"
717,"05001","J0001"
718,"05001","K0003"
719,"05001","M0001"
720,"05001","N0001"
721,"05001","P0024"
722,"05001","Z0003"
723,"05002","A0273"
724,"05002","A1275"
725,"05002","B1198"
726,"05002","C0105"
727,"05002","E0151"
728,"05002","F0014"
729,"05002","G0025"
730,"05002","H0181"
731,"05002","H0184"
732,"05002","H0185"
733,"05002","H0188"
734,"05002","H0248"
735,"05002","H0309"
736,"05002","H0310"
737,"05002","H0311"
738,"05002","H0319"
739,"05002","H0334"
740,"05002","J0001"
741,"05002","K0003"
742,"05002","M0001"
743,"05002","N0001"
744,"05002","P0024"
745,"05002","Z0003"
746,"05003","A0273"
747,"05003","A1275"
748,"05003","B1198"
749,"05003","C0105"
750,"05003","E0151"
751,"05003","F0014"
752,"05003","G0025"
753,"05003","H0319"
754,"05003","H0334"
755,"05003","J0001"
756,"05003","K0003"
757,"05003","M0001"
758,"05003","N0001"
759,"05003","P0024"
760,"05003","Z0003"
761,"05004","A0273"
762,"05004","A1275"
763,"05004","B1198"
764,"05004","C0105"
765,"05004","E0151"
766,"05004","F0014"
767,"05004","G0005"
768,"05004","H0003"
769,"05004","J0001"
770,"05004","K0003"
771,"05004","M0001"
772,"05004","N0001"
773,"05004","P0024"
774,"05004","Z0003"
775,"05005","A0273"
776,"05005","A1275"
777,"05005","B1198"
778,"05005","C0105"
779,"05005","E0151"
780,"05005","F0014"
781,"05005","G0020"
782,"05005","H0003"
783,"05005","J0001"
784,"05005","K0003"
785,"05005","M0001"
786,"05005","N0001"
787,"05005","P0024"
788,"05005","Z0003"
789,"05006","A0273"
790,"05006","A1275"
791,"05006","B1198"
792,"05006","C0152"
793,"05006","E0150"
794,"05006","F0003"
795,"05006","G0003"
796,"05006","H0003"
797,"05006","J0001"
798,"05006","K0003"
799,"05006","M0001"
800,"05006","N0001"
801,"05006","P0024"
802,"05006","Z0003"
803,"05007","A0273"
804,"05007","A1275"
805,"05007","B1198"
806,"05007","C0267"
807,"05007","E0152"
808,"05007","F0014"
809,"05007","G0025"
810,"05007","H0181"
811,"05007","H0184"
812,"05007","H0185"
813,"05007","H0188"
814,"05007","H0194"
815,"05007","H0248"
816,"05007","H0309"
817,"05007","H0310"
818,"05007","H0311"
819,"05007","H0334"
820,"05007","K0003"
821,"05007","M0001"
822,"05007","N0001"
823,"05007","P0024"
824,"05007","Z0003"
825,"05008","A0273"
826,"05008","A1275"
827,"05008","B1198"
828,"05008","C0267"
829,"05008","E0152"
830,"05008","F0014"
831,"05008","G0025"
832,"05008","H0319"
833,"05008","H0334"
834,"05008","J0001"
835,"05008","K0003"
836,"05008","M0001"
837,"05008","N0001"
838,"05008","P0024"
839,"05008","Z0003"
840,"05009","A0273"
841,"05009","A1275"
842,"05009","B1198"
843,"05009","C0267"
844,"05009","E0152"
845,"05009","F0014"
846,"05009","G0005"
847,"05009","H0003"
848,"05009","J0001"
849,"05009","K0003"
850,"05009","M0001"
851,"05009","N0001"
852,"05009","P0024"
853,"05009","Z0003"
854,"05010","A0273"
855,"05010","A1275"
856,"05010","B1198"
857,"05010","C0267"
858,"05010","E0152"
859,"05010","F0014"
860,"05010","G0020"
861,"05010","H0003"
862,"05010","J0001"
863,"05010","K0003"
864,"05010","M0001"
865,"05010","N0001"
866,"05010","P0024"
867,"05010","Z0003"
868,"05011","A0273"
869,"05011","A1275"
870,"05011","B1198"
871,"05011","C0268"
872,"05011","E0152"
873,"05011","F0003"
874,"05011","G0003"
875,"05011","H0247"
876,"05011","J0001"
877,"05011","K0003"
878,"05011","M0001"
879,"05011","N0001"
880,"05011","P0024"
881,"05011","Z0003"
882,"05012","A0273"
883,"05012","A1275"
884,"05012","B1198"
885,"05012","C0268"
886,"05012","E0152"
887,"05012","F0014"
888,"05012","G0025"
889,"05012","H0334"
890,"05012","J0001"
891,"05012","K0003"
892,"05012","M0001"
893,"05012","N0001"
894,"05012","P0024"
895,"05012","Z0003"
896,"05013","A0273"
897,"05013","A1275"
898,"05013","B1198"
899,"05013","C0268"
900,"05013","E0152"
901,"05013","F0014"
902,"05013","G0005"
903,"05013","H0003"
904,"05013","J0001"
905,"05013","K0003"
906,"05013","M0001"
907,"05013","N0001"
908,"05013","P0024"
909,"05013","Z0003"
910,"05014","A0273"
911,"05014","A1275"
912,"05014","B1198"
913,"05014","C0268"
914,"05014","E0152"
915,"05014","F0014"
916,"05014","G0020"
917,"05014","H0003"
918,"05014","J0001"
919,"05014","K0003"
920,"05014","M0001"
921,"05014","N0001"
922,"05014","P0024"
923,"05014","Z0003"
924,"05015","A0273"
925,"05015","A1275"
926,"05015","B1198"
927,"05015","C0193"
928,"05015","E0150"
929,"05015","F0003"
930,"05015","G0003"
931,"05015","H0003"
932,"05015","J0001"
933,"05015","K0003"
934,"05015","M0001"
935,"05015","N0001"
936,"05015","P0024"
937,"05016","A0273"
938,"05016","A1275"
939,"05016","B1198"
940,"05016","C0193"
941,"05016","E0150"
942,"05016","F0014"
943,"05016","G0025"
944,"05016","H0181"
945,"05016","H0184"
946,"05016","H0185"
947,"05016","H0188"
948,"05016","H0194"
949,"05016","H0248"
950,"05016","H0309"
951,"05016","H0310"
952,"05016","H0311"
953,"05016","H0319"
954,"05016","H0334"
955,"05016","J0001"
956,"05016","K0003"
957,"05016","M0001"
958,"05016","N0001"
959,"05016","P0024"
960,"05017","A0273"
961,"05017","A1275"
962,"05017","B1198"
963,"05017","C0193"
964,"05017","E0150"
965,"05017","F0014"
966,"05017","G0025"
967,"05017","H0319"
968,"05017","H0334"
969,"05017","J0001"
970,"05017","K0003"
971,"05017","M0001"
972,"05017","N0001"
973,"05017","P0024"
974,"05018","A0273"
975,"05018","A1275"
976,"05018","B1198"
977,"05018","C0193"
978,"05018","E0150"
979,"05018","F0014"
980,"05018","G0005"
981,"05018","H0003"
982,"05018","J0001"
983,"05018","K0003"
984,"05018","M0001"
985,"05018","N0001"
986,"05018","P0024"
987,"05019","A0273"
988,"05019","A1275"
989,"05019","B1198"
990,"05019","C0193"
991,"05019","E0150"
992,"05019","F0014"
993,"05019","G0020"
994,"05019","H0003"
995,"05019","J0001"
996,"05019","K0003"
997,"05019","M0001"
998,"05019","N0001"
999,"05019","P0024"
1000,"05020","A0273"
1001,"05020","A1275"
1002,"05020","B1198"
1003,"05020","C0218"
1004,"05020","E0150"
1005,"05020","F0003"
1006,"05020","G0003"
1007,"05020","H0003"
1008,"05020","J0001"
1009,"05020","K0003"
1010,"05020","M0001"
1011,"05020","N0001"
1012,"05020","P0024"
1013,"05021","A0273"
1014,"05021","A1275"
1015,"05021","B1198"
1016,"05021","C0218"
1017,"05021","E0150"
1018,"05021","F0014"
1019,"05021","G0025"
1020,"05021","H0319"
1021,"05021","H0334"
1022,"05021","J0001"
1023,"05021","K0003"
1024,"05021","M0001"
1025,"05021","N0001"
1026,"05021","P0024"
1027,"05022","A0273"
1028,"05022","A1275"
1029,"05022","B1198"
1030,"05022","C0218"
1031,"05022","E0150"
1032,"05022","F0014"
1033,"05022","G0020"
1034,"05022","H0003"
1035,"05022","J0001"
1036,"05022","K0003"
1037,"05022","M0001"
1038,"05022","N0001"
1039,"05022","P0024"
1040,"05023","A0273"
1041,"05023","A1275"
1042,"05023","B1457"
1043,"05023","C0124"
1044,"05023","E0150"
1045,"05023","F0003"
1046,"05023","G0003"
1047,"05023","H0003"
1048,"05023","J0001"
1049,"05023","K0003"
1050,"05023","M0001"
1051,"05023","N0001"
1052,"05023","P0024"
1053,"05024","A0273"
1054,"05024","A1275"
1055,"05024","B1457"
1056,"05024","C0124"
1057,"05024","E0150"
1058,"05024","F0014"
1059,"05024","G0020"
1060,"05024","H0003"
1061,"05024","J0001"
1062,"05024","K0003"
1063,"05024","M0001"
1064,"05024","N0001"
1065,"05024","P0024"
1066,"05025","A0273"
1067,"05025","A1275"
1068,"05025","B1457"
1069,"05025","C0201"
1070,"05025","E0150"
1071,"05025","F0003"
1072,"05025","G0003"
1073,"05025","H0003"
1074,"05025","J0001"
1075,"05025","K0003"
1076,"05025","M0001"
1077,"05025","N0001"
1078,"05025","P0024"
1079,"05026","A0273"
1080,"05026","A1275"
1081,"05026","B1457"
1082,"05026","C0201"
1083,"05026","E0150"
1084,"05026","F0014"
1085,"05026","G0020"
1086,"05026","H0003"
1087,"05026","J0001"
1088,"05026","K0003"
1089,"05026","M0001"
1090,"05026","N0001"
1091,"05026","P0024"
1092,"05026","R0001"
1093,"05027","A0273"
1094,"05027","A1275"
1095,"05027","B1457"
1096,"05027","C0176"
1097,"05027","E0150"
1098,"05027","F0003"
1099,"05027","G0003"
1100,"05027","H0003"
1101,"05027","J0001"
1102,"05027","K0003"
1103,"05027","M0001"
1104,"05027","N0001"
1105,"05027","P0024"
1106,"05027","R0001"
1107,"05028","A0273"
1108,"05028","A1275"
1109,"05028","B1457"
1110,"05028","C0176"
1111,"05028","E0150"
1112,"05028","F0014"
1113,"05028","G0020"
1114,"05028","H0003"
1115,"05028","J0001"
1116,"05028","K0003"
1117,"05028","M0001"
1118,"05028","N0001"
1119,"05028","P0024"
1120,"05028","R0001"
1121,"05029","A0273"
1122,"05029","A1275"
1123,"05029","B1198"
1124,"05029","C0267"
1125,"05029","E0152"
1126,"05029","F0003"
1127,"05029","G0003"
1128,"05029","H0003"
1129,"05029","J0001"
1130,"05029","K0003"
1131,"05029","M0001"
1132,"05029","N0001"
1133,"05029","P0024"
1134,"05029","Z0004"
1135,"05030","A0273"
1136,"05030","A1275"
1137,"05030","B1198"
1138,"05030","C0267"
1139,"05030","E0152"
1140,"05030","F0014"
1141,"05030","G0025"
1142,"05030","H0181"
1143,"05030","H0184"
1144,"05030","H0185"
1145,"05030","H0188"
1146,"05030","H0194"
1147,"05030","H0248"
1148,"05030","H0309"
1149,"05030","H0310"
1150,"05030","H0311"
1151,"05030","H0319"
1152,"05030","H0334"
1153,"05030","J0001"
1154,"05030","K0003"
1155,"05030","M0001"
1156,"05030","N0001"
1157,"05030","P0024"
1158,"05030","Z0004"
1159,"05031","A0273"
1160,"05031","A1275"
1161,"05031","B1198"
1162,"05031","C0267"
1163,"05031","E0152"
1164,"05031","F0014"
1165,"05031","G0025"
1166,"05031","H0319"
1167,"05031","H0334"
1168,"05031","J0001"
1169,"05031","K0003"
1170,"05031","M0001"
1171,"05031","N0001"
1172,"05031","P0024"
1173,"05031","Z0004"
1174,"05032","A0273"
1175,"05032","A1275"
1176,"05032","B1198"
1177,"05032","C0267"
1178,"05032","E0152"
1179,"05032","F0014"
1180,"05032","G0005"
1181,"05032","H0003"
1182,"05032","J0001"
1183,"05032","K0003"
1184,"05032","M0001"
1185,"05032","N0001"
1186,"05032","P0024"
1187,"05032","Z0004"
1188,"05033","A0273"
1189,"05033","A1275"
1190,"05033","B1198"
1191,"05033","C0267"
1192,"05033","E0152"
1193,"05033","F0014"
1194,"05033","G0020"
1195,"05033","H0003"
1196,"05033","J0001"
1197,"05033","K0003"
1198,"05033","M0001"
1199,"05033","N0001"
1200,"05033","P0024"
1201,"05033","Z0004"
1202,"05034","A0273"
1203,"05034","A1275"
1204,"05034","B1198"
1205,"05034","C0267"
1206,"05034","E0152"
1207,"05034","F0003"
1208,"05034","G0003"
1209,"05034","H0003"
1210,"05034","J0001"
1211,"05034","K0003"
1212,"05034","M0001"
1213,"05034","N0001"
1214,"05034","P0024"
1215,"05034","Z0002"
1216,"05035","A0273"
1217,"05035","A1275"
1218,"05035","B1198"
1219,"05035","C0267"
1220,"05035","E0152"
1221,"05035","F0014"
1222,"05035","G0025"
1223,"05035","H0181"
1224,"05035","H0184"
1225,"05035","H0185"
1226,"05035","H0188"
1227,"05035","H0194"
1228,"05035","H0248"
1229,"05035","H0309"
1230,"05035","H0310"
1231,"05035","H0319"
1232,"05035","H0334"
1233,"05035","J0001"
1234,"05035","K0003"
1235,"05035","M0001"
1236,"05035","N0001"
1237,"05035","P0024"
1238,"05035","Z0002"
1239,"05036","A0273"
1240,"05036","A1275"
1241,"05036","B1198"
1242,"05036","C0267"
1243,"05036","E0152"
1244,"05036","F0014"
1245,"05036","G0025"
1246,"05036","H0319"
1247,"05036","H0334"
1248,"05036","J0001"
